day,city,cases_filed,cum_filed,cases_disposed,cum_disposed,active_cases
2021-03-29,Brooklyn,358,490026.0,194,400123.0,89903.0
2021-03-29,New York,437,490026.0,155,400123.0,89903.0
2021-04-05,Brooklyn,538,490903.0,324,400591.0,90312.0
2021-04-05,New York,339,490903.0,144,400591.0,90312.0
2021-04-12,Brooklyn,399,491580.0,187,400896.0,90684.0
2021-04-12,New York,278,491580.0,118,400896.0,90684.0
2021-04-19,Brooklyn,312,492262.0,152,401190.0,91072.0
2021-04-19,New York,370,492262.0,142,401190.0,91072.0
2021-04-26,Brooklyn,491,493361.0,273,401730.0,91631.0
2021-04-26,New York,608,493361.0,267,401730.0,91631.0
2021-05-03,Brooklyn,544,494467.0,280,402287.0,92180.0
2021-05-03,New York,562,494467.0,277,402287.0,92180.0
2021-05-10,Brooklyn,664,495481.0,269,402702.0,92779.0
2021-05-10,New York,350,495481.0,146,402702.0,92779.0
2021-05-17,Brooklyn,433,496436.0,203,403120.0,93316.0
2021-05-17,New York,522,496436.0,215,403120.0,93316.0
2021-05-24,Brooklyn,457,497369.0,214,403502.0,93867.0
2021-05-24,New York,476,497369.0,168,403502.0,93867.0
2021-05-31,Brooklyn,389,498183.0,192,403866.0,94317.0
2021-05-31,New York,425,498183.0,172,403866.0,94317.0
2021-06-07,Brooklyn,509,499161.0,278,404383.0,94778.0
2021-06-07,New York,469,499161.0,239,404383.0,94778.0
2021-06-14,Brooklyn,625,500159.0,317,404871.0,95288.0
2021-06-14,New York,373,500159.0,171,404871.0,95288.0
2021-06-21,Brooklyn,353,500903.0,156,405184.0,95719.0
2021-06-21,New York,391,500903.0,157,405184.0,95719.0
2021-06-28,Brooklyn,507,501824.0,197,405530.0,96294.0
2021-06-28,New York,414,501824.0,149,405530.0,96294.0
2021-07-05,Brooklyn,411,502563.0,190,405880.0,96683.0
2021-07-05,New York,328,502563.0,160,405880.0,96683.0
2021-07-12,Brooklyn,382,503244.0,203,406201.0,97043.0
2021-07-12,New York,299,503244.0,118,406201.0,97043.0
2021-07-19,Brooklyn,378,503953.0,135,406474.0,97479.0
2021-07-19,New York,331,503953.0,138,406474.0,97479.0
2021-07-26,Brooklyn,348,504684.0,162,406787.0,97897.0
2021-07-26,New York,383,504684.0,151,406787.0,97897.0
2021-08-02,Brooklyn,424,505459.0,213,407133.0,98326.0
2021-08-02,New York,351,505459.0,133,407133.0,98326.0
2021-08-09,Brooklyn,504,506294.0,245,407517.0,98777.0
2021-08-09,New York,331,506294.0,139,407517.0,98777.0
2021-08-16,Brooklyn,453,507169.0,237,407928.0,99241.0
2021-08-16,New York,422,507169.0,174,407928.0,99241.0
2021-08-23,Brooklyn,502,508083.0,235,408339.0,99744.0
2021-08-23,New York,412,508083.0,176,408339.0,99744.0
2021-08-30,Brooklyn,499,508821.0,159,408610.0,100211.0
2021-08-30,New York,239,508821.0,112,408610.0,100211.0
2021-09-06,Brooklyn,180,509067.0,117,408756.0,100311.0
2021-09-06,New York,66,509067.0,29,408756.0,100311.0
2021-09-13,Brooklyn,226,509485.0,130,409001.0,100484.0
2021-09-13,New York,192,509485.0,115,409001.0,100484.0
2021-09-20,Brooklyn,310,510034.0,186,409287.0,100747.0
2021-09-20,New York,239,510034.0,100,409287.0,100747.0
2021-09-27,Brooklyn,387,510715.0,185,409605.0,101110.0
2021-09-27,New York,294,510715.0,133,409605.0,101110.0
2021-10-04,Brooklyn,398,511423.0,163,409900.0,101523.0
2021-10-04,New York,310,511423.0,132,409900.0,101523.0
2021-10-11,Brooklyn,475,512170.0,227,410248.0,101922.0
2021-10-11,New York,272,512170.0,121,410248.0,101922.0
2021-10-18,Brooklyn,438,512940.0,181,410595.0,102345.0
2021-10-18,New York,332,512940.0,166,410595.0,102345.0
2021-10-25,Brooklyn,325,513592.0,162,410869.0,102723.0
2021-10-25,New York,327,513592.0,112,410869.0,102723.0
2021-11-01,Brooklyn,602,514581.0,246,411288.0,103293.0
2021-11-01,New York,387,514581.0,173,411288.0,103293.0
2021-11-08,Brooklyn,549,515547.0,264,411727.0,103820.0
2021-11-08,New York,417,515547.0,175,411727.0,103820.0
2021-11-15,Brooklyn,377,516336.0,153,412052.0,104284.0
2021-11-15,New York,412,516336.0,172,412052.0,104284.0
2021-11-22,Brooklyn,316,516954.0,133,412316.0,104638.0
2021-11-22,New York,302,516954.0,131,412316.0,104638.0
2021-11-29,Brooklyn,578,517935.0,339,412863.0,105072.0
2021-11-29,New York,403,517935.0,208,412863.0,105072.0
2021-12-06,Brooklyn,741,519034.0,395,413382.0,105652.0
2021-12-06,New York,358,519034.0,124,413382.0,105652.0
2021-12-13,Brooklyn,426,519776.0,240,413743.0,106033.0
2021-12-13,New York,316,519776.0,121,413743.0,106033.0
2021-12-20,Brooklyn,454,520510.0,237,414092.0,106418.0
2021-12-20,New York,280,520510.0,112,414092.0,106418.0
2021-12-27,Brooklyn,550,521363.0,248,414464.0,106899.0
2021-12-27,New York,303,521363.0,124,414464.0,106899.0
2022-01-03,Brooklyn,710,522463.0,345,415005.0,107458.0
2022-01-03,New York,390,522463.0,196,415005.0,107458.0
2022-01-10,Brooklyn,706,523737.0,347,415601.0,108136.0
2022-01-10,New York,568,523737.0,249,415601.0,108136.0
2022-01-17,Brooklyn,865,525379.0,419,416345.0,109034.0
2022-01-17,New York,777,525379.0,325,416345.0,109034.0
2022-01-24,Brooklyn,1159,527411.0,605,417250.0,110161.0
2022-01-24,New York,873,527411.0,300,417250.0,110161.0
2022-01-31,Brooklyn,938,528931.0,495,417973.0,110958.0
2022-01-31,New York,582,528931.0,228,417973.0,110958.0
2022-02-07,Brooklyn,1315,531111.0,553,418913.0,112198.0
2022-02-07,New York,865,531111.0,387,418913.0,112198.0
2022-02-14,Brooklyn,1091,532955.0,483,419712.0,113243.0
2022-02-14,New York,753,532955.0,316,419712.0,113243.0
2022-02-21,Brooklyn,1006,534638.0,409,420315.0,114323.0
2022-02-21,New York,677,534638.0,194,420315.0,114323.0
2022-02-28,Brooklyn,1164,536676.0,561,421198.0,115478.0
2022-02-28,New York,874,536676.0,322,421198.0,115478.0
2022-03-07,Brooklyn,1835,539568.0,780,422314.0,117254.0
2022-03-07,New York,1057,539568.0,336,422314.0,117254.0
2022-03-14,Brooklyn,1581,542060.0,572,423193.0,118867.0
2022-03-14,New York,911,542060.0,307,423193.0,118867.0
2022-03-21,Brooklyn,1461,544628.0,533,424115.0,120513.0
2022-03-21,New York,1107,544628.0,389,424115.0,120513.0
2022-03-28,Brooklyn,1465,547311.0,531,424991.0,122320.0
2022-03-28,New York,1218,547311.0,345,424991.0,122320.0
2022-04-04,Brooklyn,1922,550533.0,661,426059.0,124474.0
2022-04-04,New York,1300,550533.0,407,426059.0,124474.0
2022-04-11,Brooklyn,1722,553314.0,524,426887.0,126427.0
2022-04-11,New York,1059,553314.0,304,426887.0,126427.0
2022-04-18,Brooklyn,1344,555779.0,434,427631.0,128148.0
2022-04-18,New York,1121,555779.0,310,427631.0,128148.0
2022-04-25,Brooklyn,1619,558431.0,567,428571.0,129860.0
2022-04-25,New York,1033,558431.0,373,428571.0,129860.0
2022-05-02,Brooklyn,2173,561920.0,780,429743.0,132177.0
2022-05-02,New York,1316,561920.0,392,429743.0,132177.0
2022-05-09,Brooklyn,1413,564668.0,449,430548.0,134120.0
2022-05-09,New York,1335,564668.0,356,430548.0,134120.0
2022-05-16,Brooklyn,1473,567107.0,450,431278.0,135829.0
2022-05-16,New York,966,567107.0,280,431278.0,135829.0
2022-05-23,Brooklyn,1535,569692.0,469,432040.0,137652.0
2022-05-23,New York,1050,569692.0,293,432040.0,137652.0
2022-05-30,Brooklyn,1381,571837.0,452,432686.0,139151.0
2022-05-30,New York,764,571837.0,194,432686.0,139151.0
2022-06-06,Brooklyn,1905,574918.0,523,433508.0,141410.0
2022-06-06,New York,1176,574918.0,299,433508.0,141410.0
2022-06-13,Brooklyn,2040,578098.0,505,434295.0,143803.0
2022-06-13,New York,1140,578098.0,282,434295.0,143803.0
2022-06-20,Brooklyn,1394,580450.0,314,434798.0,145652.0
2022-06-20,New York,958,580450.0,189,434798.0,145652.0
2022-06-27,Brooklyn,1600,583279.0,328,435365.0,147914.0
2022-06-27,New York,1229,583279.0,239,435365.0,147914.0
2022-07-04,Brooklyn,1617,585783.0,288,435789.0,149994.0
2022-07-04,New York,887,585783.0,136,435789.0,149994.0
2022-07-11,Brooklyn,1635,588462.0,199,436090.0,152372.0
2022-07-11,New York,1044,588462.0,102,436090.0,152372.0
2022-07-18,Brooklyn,1259,590590.0,94,436236.0,154354.0
2022-07-18,New York,869,590590.0,52,436236.0,154354.0
2022-07-25,Brooklyn,863,592138.0,77,436363.0,155775.0
2022-07-25,New York,685,592138.0,50,436363.0,155775.0
2022-08-01,Brooklyn,1205,593980.0,42,436442.0,157538.0
2022-08-01,New York,637,593980.0,37,436442.0,157538.0
2022-08-08,Brooklyn,836,595500.0,2,436465.0,159035.0
2022-08-08,New York,684,595500.0,21,436465.0,159035.0
2022-08-15,Brooklyn,605,596604.0,2,436474.0,160130.0
2022-08-15,New York,499,596604.0,7,436474.0,160130.0
2022-08-22,Brooklyn,508,597617.0,0,436478.0,161139.0
2022-08-22,New York,505,597617.0,4,436478.0,161139.0
2022-08-29,Brooklyn,683,598698.0,0,436478.0,162220.0
2022-08-29,New York,398,598698.0,0,436478.0,162220.0
2022-09-05,Brooklyn,402,599458.0,0,436478.0,162980.0
2022-09-05,New York,358,599458.0,0,436478.0,162980.0
2022-09-12,Brooklyn,15,599520.0,0,436478.0,163042.0
2022-09-12,New York,47,599520.0,0,436478.0,163042.0
